make,model,colour,capacity,network,grade,condition,count
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Nokia," 301",Black,"Not Applicable",Tesco-Mobile,"Grade B - Good Condition",Working,8
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,12
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade B B2B",Working,4
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade D",Working,20
Nokia," 301",Black,"Not Applicable",Tesco-Mobile,"Grade B B2B",Working,4
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade D","Power On Tested-Broken LCD",4
Nokia," 301",Black,"Not Applicable",Tesco-Mobile,"Grade A - Very Good Condition",Working,4
Nokia," 301",Black,"Not Applicable","EE Network","Grade D",Working,28
Nokia," 301",Black,"Not Applicable","EE Network","Grade D","Power On Tested-Broken LCD",8
Nokia," 301",Black,"Not Applicable","EE Network","Grade D","Power On Tested-Good LCD",4
Nokia," 301",Black,"Not Applicable","EE Network","Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia," 301",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",4
Nokia," C3-01 RM-776",Silver,"Not Applicable",Virgin,"Grade B - Good Condition",Working,4
Nokia," C3-01 RM-776",Silver,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",Tesco-Mobile,"Grade C - Acceptable Condition",BER,4
Nokia,"100 RH-130",Grey,"Not Applicable",Vodafone,"Grade B - Good Condition",Working,4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,12
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Nokia,"100 RH-130",Black,"Not Applicable",Unknown,"Grade D",BER,4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",4
Nokia,"100 RH-130",Black,"Not Applicable",Foreign,"Brand New","Brand New",12
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Brand New","Brand New",28
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,24
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,24
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade B B2B",Working,8
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade D","Non-working - Need Battery Cover",4
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,12
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",BER,4
Nokia,"100 RH-130",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Nokia,"100 RH-130",Black,"Not Applicable",Virgin,"Grade B - Good Condition",Working,4
Nokia,"100 RH-130",Blue,"Not Applicable",Damaged,"Grade D",BER,4
Nokia,"100 RH-130",Blue,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",8
Nokia,"100 RH-130",Blue,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",8
Nokia,"100 RH-130",Black,"Not Applicable",NOS-Portugal,"Grade D","Working - Need Battery Cover",8
Nokia,"100 RH-130",Grey,"Not Applicable","EE Network","Grade C - Acceptable Condition",Working,16
Nokia,"100 RH-130",Grey,"Not Applicable","EE Network","Grade D",BER,4
Nokia,"100 RH-130",Black,"Not Applicable",Virgin,"Grade B B2B",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",Foreign,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"100 RH-130",Black,"Not Applicable",Eir,"Grade C - Acceptable Condition",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade D",Working,8
Nokia,"100 RH-130",Grey,"Not Applicable",NOS-Portugal,"Grade A - Very Good Condition",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",Working,4
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Nokia,"100 RH-130",Blue,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",Working,4
Nokia,"100 RH-130",Blue,"Not Applicable",NOS-Portugal,"Not Graded","Non-working - Need Battery Cover",4
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Nokia,"100 RH-130",Blue,"Not Applicable",NOS-Portugal,"Grade B - Good Condition",Working,4
Nokia,"100 RH-130",Blue,"Not Applicable",NOS-Portugal,"Grade A - Very Good Condition",Working,8
Nokia,"100 RH-130",Black,"Not Applicable",NOS-Portugal,"Grade D","Non-working - Need Battery Cover",20
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",4
Nokia,"100 RH-130",Grey,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,24
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade D","Power On Tested-Broken LCD",8
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade B - Good Condition","Non-working - Need Battery Cover",4
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Non-working - Need Battery Cover",4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade D","Non-working - Need Battery Cover",20
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Non-working - Need Battery Cover",20
Nokia,"100 RH-130",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested",4
Nokia,"100 RH-130",Black,"Not Applicable",NOS-Portugal,Unknown,Non-working,4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",4
Nokia,"100 RH-130",Black,"Not Applicable",NOS-Portugal,Unknown,"Working - Need Battery Cover",4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade D","Power On Tested-Good LCD",4
Nokia,"100 RH-130",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",20
Nokia,"100 RH-130",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,12
Nokia,"100 RH-130",Grey,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"100 RH-130",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"100 RH-130",Grey,"Not Applicable",Vodafone,"Grade C - Acceptable Condition",Working,4
Nokia,101,Grey,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Nokia,101,Grey,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Nokia,101,Grey,"Not Applicable",Unlocked,"Insurance Grade","Brand New",4
Nokia,101,Grey,"Not Applicable",Unlocked,"Grade B - Good Condition","Power On Tested-Good LCD",4
Nokia,101,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,8
Nokia,101,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,8
Nokia,101,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Non-working - Need Battery Cover",4
Nokia,101,Black,"Not Applicable",NOS-Portugal,"Grade B B2B",Working,4
Nokia,101,Black,"Not Applicable",Unlocked,"Grade D",Working,8
Nokia,101,Grey,"Not Applicable",NOS-Portugal,"Not Graded",Working,24
Nokia,"101 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Nokia,"101 DUAL SIM",Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",4
Nokia,"101 DUAL SIM",Grey,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,8
Nokia,"101 DUAL SIM",Grey,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"101 DUAL SIM",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,1035,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER,4
Nokia,1035,White,"Not Applicable",Damaged,"Grade D",BER,4
Nokia,1035,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery Cover And Battery",8
Nokia,1035,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Working - Need Battery Cover and Battery",4
Nokia,1035,Black,"Not Applicable",NOS-Portugal,"Grade D","Working - Need Battery Cover and Battery",4
Nokia,1035,Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Working - Need Battery Cover and Battery",4
Nokia,1035,White,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Working - Need Battery Cover and Battery",8
Nokia,"105 - RM-1134",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,16
Nokia,"105 - RM-1134",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",56
Nokia,"105 - RM-1134",Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",16
Nokia,"105 - RM-1134",Black,"Not Applicable",Damaged,"Grade D",BER-Scrap,4
Nokia,"105 - RM-1134",Blue,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"105 - RM-1134",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,16
Nokia,"105 - RM-1134",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"105 - RM-1134",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,8
Nokia,"105 - RM-1134",Black,"Not Applicable","Not Applicable","Not Graded","Power On Tested-Good LCD",4
Nokia,"105 - RM-1134",Black,"Not Applicable",Unlocked,"Grade D","Working - Minor Issue",4
Nokia,"105 DUAL SIM - TA1034",Black,Unknown,Unlocked,"Brand New","Brand New",1360
Nokia,"105 DUAL SIM - TA1034",Black,Unknown,Unlocked,"Insurance Grade",Working,8
Nokia,"105 DUAL SIM - TA1034 - FBA SPAIN",Black,Unknown,Unlocked,"Brand New","Brand New",1032
Nokia,"105 RM-908",Black,"Not Applicable",Unlocked,"Grade D",Working,12
Nokia,"105 RM-908",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,12
Nokia,"105 RM-908",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Power On Tested-Good LCD",4
Nokia,"105 RM-908",Red,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",4
Nokia,"105 RM-908",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",80
Nokia,"105 RM-908",Blue,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",32
Nokia,"105 RM-908",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
Nokia,"105 RM-908",Blue,"Not Applicable",Damaged,"Grade D",BER-Scrap,4
Nokia,"105 SINGLE SIM - TA1010",Black,Unknown,Unlocked,"Brand New","Brand New",64
Nokia,"105 SINGLE SIM - TA1010",Black,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Nokia,"105 SINGLE SIM - TA1010",Black,Unknown,Unlocked,"Grade C - Acceptable Condition",Working,4
Nokia,"105 SINGLE SIM - TA1010",Black,"Not Applicable",Unlocked,"Brand New","Brand New",16
Nokia,"105 SINGLE SIM - TA1010",Black,Unknown,Unlocked,"Grade A - Very Good Condition","Power On Tested-Broken LCD",4
Nokia,"105 SINGLE SIM - TA1010 - FBA UK",Black,Unknown,Unlocked,"Brand New","Brand New",2308
Nokia,"106 RM-962",Black,"Not Applicable",Unknown,Unknown,BER,4
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,24
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,52
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"106 RM-962",Black,"Not Applicable",Unknown,"Grade D",BER,4
Nokia,"106 RM-962",White,"Not Applicable",Unlocked,"Brand New","Brand New",16
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Brand New","Brand New",8
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Nokia,"106 RM-962",White,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Nokia,"106 RM-962",Black,"Not Applicable",Damaged,"Grade D",BER,4
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",4
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Grade B B2B",Working,8
Nokia,"106 RM-962",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"106 RM-962",White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Nokia,"106 RM-962",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery Cover",4
Nokia,"106 RM-962",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"106 RM-962",Black,"Not Applicable","EE Network","Grade D",Working,4
Nokia,106.1,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER,4
Nokia,106.1,Black,"Not Applicable",Tesco-Mobile,"Grade B - Good Condition",Working,4
Nokia,106.1,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",16
Nokia,106.1,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Nokia,106.1,Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",4
Nokia,106.1,Black,4GB,"EE Network","Grade C - Acceptable Condition",Working,4
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,16
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",BER,8
Nokia,"107 DUAL SIM",Black,"Not Applicable",Damaged,Unknown,BER,4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Working - Need Battery Cover and Battery",4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade D",BER,4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,36
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,44
Nokia,"107 DUAL SIM",White,"Not Applicable",NOS-Portugal,"Not Graded",Working,16
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Not Graded",Working,4
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Working - Need Battery Cover",4
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Good LCD",8
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Working - Need Battery Cover",8
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",BER,4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Non-working - Need Battery Cover",4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Insurance Grade","Brand New",4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Brand New","Brand New",1112
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade B - Good Condition",BER-Scrap,4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Non-working,8
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Power On Tested-Good LCD",4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Insurance Grade",Non-working,4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade B - Good Condition","Non-working - Need Repair - Software",4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade B - Good Condition","Use For Parts",4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Working – Minor Screen Burn",4
Nokia,"107 DUAL SIM",White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",12
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade A - Very Good Condition",Non-working,4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery Cover",4
Nokia,"107 DUAL SIM",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Nokia,"107 DUAL SIM",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,56
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Power On Tested-Good LCD",4
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade D",BER,4
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade B B2B",Working,8
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Non-working,4
Nokia,"108 RM-944",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",Non-working,4
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,8
Nokia,"108 RM-944",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Nokia,"108 RM-944",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",16
Nokia,"108 RM-945",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,324
Nokia,"108 RM-945",Red,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,1000
Nokia,"108 RM-945",Red,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Nokia,"108 RM-945",Red,"Not Applicable",Unknown,Unknown,BER,4
Nokia,"108 RM-945",Red,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,220
Nokia,"108 RM-945",Red,"Not Applicable",Tesco-Mobile,"Grade C - Acceptable Condition",Working,4
Nokia,"108 RM-945",Red,"Not Applicable",Unknown,"Grade A - Very Good Condition",BER,4
Nokia,"108 RM-945",Red,"Not Applicable",Tesco-Mobile,"Grade D",BER,4
Nokia,"108 RM-945",Red,"Not Applicable",Unlocked,"Grade D",Working,4
Nokia,"108 RM-945",Yellow,"Not Applicable",Unlocked,"Brand New","Brand New",56
Nokia,"108 RM-945",Yellow,"Not Applicable",Foreign,"Grade A - Very Good Condition",Non-working,4
Nokia,"108 RM-945",Yellow,"Not Applicable",Foreign,"Brand New","Brand New",4
Nokia,"108 RM-945",Yellow,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,144
Nokia,"108 RM-945",Yellow,"Not Applicable",Unlocked,"Grade B B2B",Working,32
Nokia,"108 RM-945",Yellow,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,100
Nokia,"108 RM-945",Yellow,"Not Applicable",Unlocked,"Insurance Grade","Brand New",8
Nokia,"108 RM-945",Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,344
Nokia,"108 RM-945",White,"Not Applicable",Unknown,Unknown,Non-working,4
Nokia,"108 RM-945",White,"Not Applicable",Unlocked,"Grade B B2B",Working,16
Nokia,"108 RM-945",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,440
Nokia,"108 RM-945",Yellow,"Not Applicable",NOS-Portugal,"Grade B - Good Condition",Working,12
Nokia,"108 RM-945",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",Non-working,8
Nokia,"108 RM-945",Black,"Not Applicable",Unlocked,"Grade D","Power On Tested-Broken LCD",4
Nokia,"108 RM-945",Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Power On Tested-Good LCD",12
Nokia,"108 RM-945",Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition",Non-working,4
Nokia,"108 RM-945",Black,"Not Applicable",Damaged,Unknown,Non-working,16
Nokia,"108 RM-945",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Non-working,4
